datestamp,country_code,marketing_channel,conversions
2015-04-03,us,KAYAK Deals Email,989
2015-04-03,us,Search Engine Results,11343
2015-04-04,de,Display Ads,1119
2015-04-04,de,KAYAK Deals Email,10
2015-04-04,de,Search Engine Ads,806
2015-04-04,de,Search Engine Results,764
2015-04-04,es,Display Ads,396
2015-04-04,es,KAYAK Deals Email,10
2015-04-04,es,Search Engine Ads,1314
2015-04-04,es,Search Engine Results,947
2015-04-04,fr,Display Ads,674
2015-04-04,fr,KAYAK Deals Email,20
2015-04-04,fr,Search Engine Ads,703
2015-04-04,fr,Search Engine Results,1130
2015-04-04,gb,Display Ads,354
2015-04-04,gb,KAYAK Deals Email,34
2015-04-04,gb,Search Engine Ads,76
2015-04-04,gb,Search Engine Results,593
2015-04-04,gb,Travel Search Site,198
2015-04-04,it,Display Ads,184
2015-04-04,it,KAYAK Deals Email,6
2015-04-04,it,Search Engine Ads,372
2015-04-04,it,Search Engine Results,353
2015-04-04,us,Display Ads,10586
2015-04-04,us,KAYAK Deals Email,884
2015-04-04,us,Search Engine Results,9004
2015-04-05,de,Display Ads,1106
2015-04-05,de,KAYAK Deals Email,51
2015-04-05,de,Search Engine Ads,896
2015-04-05,de,Search Engine Results,897
2015-04-05,es,Display Ads,498
2015-04-05,es,KAYAK Deals Email,37
2015-04-05,es,Search Engine Ads,1718
2015-04-05,es,Search Engine Results,1586
2015-04-05,fr,Display Ads,523
2015-04-05,fr,KAYAK Deals Email,3
2015-04-05,fr,Search Engine Ads,723
2015-04-05,fr,Search Engine Results,1264
2015-04-05,gb,Display Ads,292
2015-04-05,gb,KAYAK Deals Email,27
2015-04-05,gb,Search Engine Ads,95
2015-04-05,gb,Search Engine Results,623
2015-04-05,gb,Travel Search Site,239
2015-04-05,it,Display Ads,150
2015-04-05,it,KAYAK Deals Email,23
2015-04-05,it,Search Engine Ads,346
2015-04-05,it,Search Engine Results,433
2015-04-05,us,Display Ads,12202
2015-04-05,us,KAYAK Deals Email,1060
2015-04-05,us,Search Engine Results,9957
2015-04-06,de,Display Ads,1552
2015-04-06,de,KAYAK Deals Email,23
2015-04-06,de,Search Engine Ads,1752
2015-04-06,de,Search Engine Results,1266
2015-04-06,es,Display Ads,660
2015-04-06,es,KAYAK Deals Email,13
2015-04-06,es,Search Engine Ads,2397
2015-04-06,es,Search Engine Results,2166
2015-04-06,fr,Display Ads,558
2015-04-06,fr,KAYAK Deals Email,34
2015-04-06,fr,Search Engine Ads,889
2015-04-06,fr,Search Engine Results,1478
2015-04-06,gb,Display Ads,341
2015-04-06,gb,KAYAK Deals Email,44
2015-04-06,gb,Search Engine Ads,112
2015-04-06,gb,Search Engine Results,648
2015-04-06,gb,Travel Search Site,264
2015-04-06,it,Display Ads,161
2015-04-06,it,KAYAK Deals Email,27
2015-04-06,it,Search Engine Ads,424
2015-04-06,it,Search Engine Results,442
2015-04-06,us,Display Ads,17342
2015-04-06,us,KAYAK Deals Email,1489
2015-04-06,us,Search Engine Results,14221
2015-04-07,de,Display Ads,1525
2015-04-07,de,KAYAK Deals Email,30
2015-04-07,de,Search Engine Ads,1510
2015-04-07,de,Search Engine Results,1154
2015-04-07,es,Display Ads,592
2015-04-07,es,KAYAK Deals Email,23
2015-04-07,es,Search Engine Ads,2360
2015-04-07,es,Search Engine Results,2184
2015-04-07,fr,Display Ads,596
2015-04-07,fr,KAYAK Deals Email,44
2015-04-07,fr,Search Engine Ads,812
2015-04-07,fr,Search Engine Results,1336
2015-04-07,gb,Display Ads,418
2015-04-07,gb,KAYAK Deals Email,68
2015-04-07,gb,Search Engine Ads,115
2015-04-07,gb,Search Engine Results,661
2015-04-07,gb,Travel Search Site,258
2015-04-07,it,Display Ads,230
2015-04-07,it,KAYAK Deals Email,3
2015-04-07,it,Search Engine Ads,604
2015-04-07,it,Search Engine Results,661
2015-04-07,us,Display Ads,18702
2015-04-07,us,KAYAK Deals Email,1567
2015-04-07,us,Search Engine Results,14706
2015-04-08,de,Display Ads,1543
2015-04-08,de,KAYAK Deals Email,10
2015-04-08,de,Search Engine Ads,1384
2015-04-08,de,Search Engine Results,1088
2015-04-08,es,Display Ads,549
2015-04-08,es,KAYAK Deals Email,13
2015-04-08,es,Search Engine Ads,2388
2015-04-08,es,Search Engine Results,1940
2015-04-08,fr,Display Ads,541
2015-04-08,fr,KAYAK Deals Email,6
2015-04-08,fr,Search Engine Ads,944
2015-04-08,fr,Search Engine Results,1529
2015-04-08,gb,Display Ads,439
2015-04-08,gb,KAYAK Deals Email,23
2015-04-08,gb,Search Engine Ads,102
2015-04-08,gb,Search Engine Results,630
2015-04-08,gb,Travel Search Site,352
2015-04-08,it,Display Ads,317
2015-04-08,it,KAYAK Deals Email,6
2015-04-08,it,Search Engine Ads,613
2015-04-08,it,Search Engine Results,685
2015-04-08,us,Display Ads,18132
2015-04-08,us,KAYAK Deals Email,1434
2015-04-08,us,Search Engine Results,14975
2015-04-09,de,Display Ads,1319
2015-04-09,de,KAYAK Deals Email,20
2015-04-09,de,Search Engine Ads,1340
2015-04-09,de,Search Engine Results,1014
2015-04-09,es,Display Ads,657
2015-04-09,es,KAYAK Deals Email,3
2015-04-09,es,Search Engine Ads,2481
2015-04-09,es,Search Engine Results,1877
2015-04-09,fr,Display Ads,484
2015-04-09,fr,KAYAK Deals Email,40
2015-04-09,fr,Search Engine Ads,899
2015-04-09,fr,Search Engine Results,1353
2015-04-09,gb,Display Ads,427
2015-04-09,gb,KAYAK Deals Email,3
2015-04-09,gb,Search Engine Ads,71
2015-04-09,gb,Search Engine Results,663
2015-04-09,gb,Travel Search Site,178
2015-04-09,it,Display Ads,238
2015-04-09,it,KAYAK Deals Email,23
2015-04-09,it,Search Engine Ads,475
2015-04-09,it,Search Engine Results,678
2015-04-09,us,Display Ads,17704
2015-04-09,us,KAYAK Deals Email,1791
2015-04-09,us,Search Engine Results,14973
2015-04-09,us,Travel Search Site,214
2015-04-10,de,Display Ads,1171
2015-04-10,de,KAYAK Deals Email,10
2015-04-10,de,Search Engine Ads,936
2015-04-10,de,Search Engine Results,887
2015-04-10,es,Display Ads,557
2015-04-10,es,KAYAK Deals Email,20
2015-04-10,es,Search Engine Ads,1852
2015-04-10,es,Search Engine Results,1633
2015-04-10,fr,Display Ads,472
2015-04-10,fr,KAYAK Deals Email,10
2015-04-10,fr,Search Engine Ads,705
2015-04-10,fr,Search Engine Results,1143
2015-04-10,gb,Display Ads,366
2015-04-10,gb,KAYAK Deals Email,37
2015-04-10,gb,Search Engine Ads,84
2015-04-10,gb,Search Engine Results,566
2015-04-10,gb,Travel Search Site,198
2015-04-10,it,Display Ads,229
2015-04-10,it,KAYAK Deals Email,3
2015-04-10,it,Search Engine Ads,499
2015-04-10,it,Search Engine Results,571
2015-04-10,us,Display Ads,15619
2015-04-10,us,KAYAK Deals Email,1152
2015-04-10,us,Search Engine Results,13276
2015-04-10,us,Travel Search Site,181
2015-04-11,de,Display Ads,1034
2015-04-11,de,KAYAK Deals Email,44
2015-04-11,de,Search Engine Ads,838
2015-04-11,de,Search Engine Results,946
2015-04-11,es,Display Ads,384
2015-04-11,es,KAYAK Deals Email,13
2015-04-11,es,Search Engine Ads,1669
2015-04-11,es,Search Engine Results,1501
2015-04-11,fr,Display Ads,484
2015-04-11,fr,KAYAK Deals Email,13
2015-04-11,fr,Search Engine Ads,829
2015-04-11,fr,Search Engine Results,1165
2015-04-11,gb,Display Ads,332
2015-04-11,gb,KAYAK Deals Email,20
2015-04-11,gb,Search Engine Ads,100
2015-04-11,gb,Search Engine Results,618
2015-04-11,gb,Travel Search Site,214
2015-04-11,it,Display Ads,186
2015-04-11,it,KAYAK Deals Email,6
2015-04-11,it,Search Engine Ads,566
2015-04-11,it,Search Engine Results,484
2015-04-11,us,Display Ads,11235
2015-04-11,us,KAYAK Deals Email,754
2015-04-11,us,Search Engine Results,9694
2015-04-11,us,Travel Search Site,170
2015-04-12,de,Display Ads,1470
2015-04-12,de,KAYAK Deals Email,34
2015-04-12,de,Search Engine Ads,1446
2015-04-12,de,Search Engine Results,1279
2015-04-12,es,Display Ads,610
2015-04-12,es,KAYAK Deals Email,6
2015-04-12,es,Search Engine Ads,1971
2015-04-12,es,Search Engine Results,2188
2015-04-12,fr,Display Ads,572
2015-04-12,fr,KAYAK Deals Email,13
2015-04-12,fr,Search Engine Ads,972
2015-04-12,fr,Search Engine Results,1375
2015-04-12,gb,Display Ads,440
2015-04-12,gb,KAYAK Deals Email,37
2015-04-12,gb,Search Engine Ads,104
2015-04-12,gb,Search Engine Results,794
2015-04-12,gb,Travel Search Site,264
2015-04-12,it,Display Ads,194
2015-04-12,it,KAYAK Deals Email,10
2015-04-12,it,Search Engine Ads,441
2015-04-12,it,Search Engine Results,570
2015-04-12,us,Display Ads,12736
2015-04-12,us,KAYAK Deals Email,812
2015-04-12,us,Search Engine Results,11238
2015-04-12,us,Travel Search Site,225
2015-04-13,de,Display Ads,1455
2015-04-13,de,KAYAK Deals Email,13
2015-04-13,de,Search Engine Ads,1418
2015-04-13,de,Search Engine Results,1243
2015-04-13,de,Travel Search Site,8
2015-04-13,es,Display Ads,691
2015-04-13,es,KAYAK Deals Email,13
2015-04-13,es,Search Engine Ads,2495
2015-04-13,es,Search Engine Results,2599
2015-04-13,fr,Display Ads,586
2015-04-13,fr,KAYAK Deals Email,37
2015-04-13,fr,Search Engine Ads,961
2015-04-13,fr,Search Engine Results,1438
2015-04-13,gb,Display Ads,419
2015-04-13,gb,KAYAK Deals Email,27
2015-04-13,gb,Search Engine Ads,131
2015-04-13,gb,Search Engine Results,795
2015-04-13,gb,Travel Search Site,272
2015-04-13,it,Display Ads,255
2015-04-13,it,KAYAK Deals Email,6
2015-04-13,it,Search Engine Ads,816
2015-04-13,it,Search Engine Results,673
2015-04-13,us,Display Ads,0
2015-04-13,us,KAYAK Deals Email,1213
2015-04-13,us,Search Engine Results,14639
2015-04-13,us,Travel Search Site,305
2015-04-14,de,Display Ads,1433
2015-04-14,de,KAYAK Deals Email,34
2015-04-14,de,Search Engine Ads,1343
2015-04-14,de,Search Engine Results,1175
2015-04-14,es,Display Ads,648
2015-04-14,es,KAYAK Deals Email,20
2015-04-14,es,Search Engine Ads,2253
2015-04-14,es,Search Engine Results,2181
2015-04-14,fr,Display Ads,556
2015-04-14,fr,KAYAK Deals Email,17
2015-04-14,fr,Search Engine Ads,837
2015-04-14,fr,Search Engine Results,1330
2015-04-14,gb,Display Ads,467
2015-04-14,gb,KAYAK Deals Email,54
2015-04-14,gb,Search Engine Ads,97
2015-04-14,gb,Search Engine Results,690
2015-04-14,gb,Travel Search Site,280
2015-04-14,it,Display Ads,263
2015-04-14,it,KAYAK Deals Email,6
2015-04-14,it,Search Engine Ads,652
2015-04-14,it,Search Engine Results,696
2015-04-14,us,Display Ads,0
2015-04-14,us,KAYAK Deals Email,2288
2015-04-14,us,Search Engine Results,15591
2015-04-14,us,Travel Search Site,250
2015-04-15,de,Display Ads,1294
2015-04-15,de,KAYAK Deals Email,61
2015-04-15,de,Search Engine Ads,1050
2015-04-15,de,Search Engine Results,1003
2015-04-15,es,Display Ads,616
2015-04-15,es,KAYAK Deals Email,34
2015-04-15,es,Search Engine Ads,2691
2015-04-15,es,Search Engine Results,2071
2015-04-15,fr,Display Ads,557
2015-04-15,fr,KAYAK Deals Email,10
2015-04-15,fr,Search Engine Ads,665
2015-04-15,fr,Search Engine Results,1136
2015-04-15,gb,Display Ads,417
2015-04-15,gb,KAYAK Deals Email,17
2015-04-15,gb,Search Engine Ads,90
2015-04-15,gb,Search Engine Results,652
2015-04-15,gb,Travel Search Site,239
2015-04-15,it,Display Ads,303
2015-04-15,it,KAYAK Deals Email,10
2015-04-15,it,Search Engine Ads,630
2015-04-15,it,Search Engine Results,606
2015-04-15,us,Display Ads,0
2015-04-15,us,KAYAK Deals Email,1458
2015-04-15,us,Search Engine Results,14424
2015-04-15,us,Travel Search Site,79
2015-04-16,de,Display Ads,1263
2015-04-16,de,KAYAK Deals Email,20
2015-04-16,de,Search Engine Ads,1123
2015-04-16,de,Search Engine Results,1012
2015-04-16,es,Display Ads,659
2015-04-16,es,KAYAK Deals Email,37
2015-04-16,es,Search Engine Ads,2305
2015-04-16,es,Search Engine Results,1882
2015-04-16,fr,Display Ads,502
2015-04-16,fr,KAYAK Deals Email,40
2015-04-16,fr,Search Engine Ads,755
2015-04-16,fr,Search Engine Results,1181
2015-04-16,gb,Display Ads,386
2015-04-16,gb,KAYAK Deals Email,13
2015-04-16,gb,Search Engine Ads,67
2015-04-16,gb,Search Engine Results,710
2015-04-16,gb,Travel Search Site,184
2015-04-16,it,Display Ads,269
2015-04-16,it,Search Engine Ads,645
2015-04-16,it,Search Engine Results,595
2015-04-16,us,Display Ads,0
2015-04-16,us,KAYAK Deals Email,1268
2015-04-16,us,Search Engine Results,15180
2015-04-16,us,Travel Search Site,35
2015-04-17,de,Display Ads,1220
2015-04-17,de,KAYAK Deals Email,3
2015-04-17,de,Search Engine Ads,1064
2015-04-17,de,Search Engine Results,884
2015-04-17,es,Display Ads,511
2015-04-17,es,Search Engine Ads,1964
2015-04-17,es,Search Engine Results,1632
2015-04-17,fr,Display Ads,546
2015-04-17,fr,KAYAK Deals Email,57
2015-04-17,fr,Search Engine Ads,782
2015-04-17,fr,Search Engine Results,1195
2015-04-17,gb,Display Ads,379
2015-04-17,gb,KAYAK Deals Email,23
2015-04-17,gb,Search Engine Ads,69
2015-04-17,gb,Search Engine Results,569
2015-04-17,gb,Travel Search Site,151
2015-04-17,it,Display Ads,270
2015-04-17,it,KAYAK Deals Email,6
2015-04-17,it,Search Engine Ads,586
2015-04-17,it,Search Engine Results,566
2015-04-17,us,Display Ads,0
2015-04-17,us,KAYAK Deals Email,1186
2015-04-17,us,Search Engine Results,13026
2015-04-17,us,Travel Search Site,19
2015-04-18,de,Display Ads,961
2015-04-18,de,KAYAK Deals Email,51
2015-04-18,de,Search Engine Ads,881
2015-04-18,de,Search Engine Results,718
2015-04-18,es,Display Ads,357
2015-04-18,es,KAYAK Deals Email,23
2015-04-18,es,Search Engine Ads,1586
2015-04-18,es,Search Engine Results,1444
2015-04-18,fr,Display Ads,435
2015-04-18,fr,KAYAK Deals Email,10
2015-04-18,fr,Search Engine Ads,586
2015-04-18,fr,Search Engine Results,1039
2015-04-18,gb,Display Ads,284
2015-04-18,gb,KAYAK Deals Email,30
2015-04-18,gb,Search Engine Ads,63
2015-04-18,gb,Search Engine Results,473
2015-04-18,gb,Travel Search Site,110
2015-04-18,it,Display Ads,203
2015-04-18,it,KAYAK Deals Email,6
2015-04-18,it,Search Engine Ads,599
2015-04-18,it,Search Engine Results,560
2015-04-18,us,Display Ads,11218
2015-04-18,us,KAYAK Deals Email,918
2015-04-18,us,Search Engine Ads,2549
2015-04-18,us,Search Engine Results,9701
2015-04-18,us,Travel Search Site,38
2015-04-19,de,Display Ads,1462
2015-04-19,de,KAYAK Deals Email,23
2015-04-19,de,Search Engine Ads,1426
2015-04-19,de,Search Engine Results,1130
2015-04-19,es,Display Ads,652
2015-04-19,es,KAYAK Deals Email,6
2015-04-19,es,Search Engine Ads,2381
2015-04-19,es,Search Engine Results,2149
2015-04-19,fr,Display Ads,669
2015-04-19,fr,KAYAK Deals Email,17
2015-04-19,fr,Search Engine Ads,913
2015-04-19,fr,Search Engine Results,1524
2015-04-19,gb,Display Ads,373
2015-04-19,gb,KAYAK Deals Email,54
2015-04-19,gb,Search Engine Ads,88
2015-04-19,gb,Search Engine Results,658
2015-04-19,gb,Travel Search Site,211
2015-04-19,it,Display Ads,242
2015-04-19,it,KAYAK Deals Email,3
2015-04-19,it,Search Engine Ads,669
2015-04-19,it,Search Engine Results,544
2015-04-19,us,Display Ads,13813
2015-04-19,us,KAYAK Deals Email,1387
2015-04-19,us,Search Engine Ads,2564
2015-04-19,us,Search Engine Results,12061
2015-04-19,us,Travel Search Site,46
2015-04-20,de,Display Ads,1447
2015-04-20,de,KAYAK Deals Email,17
2015-04-20,de,Search Engine Ads,1415
2015-04-20,de,Search Engine Results,1070
2015-04-20,es,Display Ads,664
2015-04-20,es,KAYAK Deals Email,44
2015-04-20,es,Search Engine Ads,2681
2015-04-20,es,Search Engine Results,2337
2015-04-20,fr,Display Ads,571
2015-04-20,fr,KAYAK Deals Email,57
2015-04-20,fr,Search Engine Ads,892
2015-04-20,fr,Search Engine Results,1372
2015-04-20,gb,Display Ads,456
2015-04-20,gb,KAYAK Deals Email,34
2015-04-20,gb,Search Engine Ads,87
2015-04-20,gb,Search Engine Results,682
2015-04-20,gb,Travel Search Site,214
2015-04-20,it,Display Ads,270
2015-04-20,it,KAYAK Deals Email,3
2015-04-20,it,Search Engine Ads,861
2015-04-20,it,Search Engine Results,632
2015-04-20,us,Display Ads,18961
2015-04-20,us,KAYAK Deals Email,1601
2015-04-20,us,Search Engine Ads,3833
2015-04-20,us,Search Engine Results,14997
2015-04-20,us,Travel Search Site,19
2015-04-21,de,Display Ads,1284
2015-04-21,de,KAYAK Deals Email,30
2015-04-21,de,Search Engine Ads,1346
2015-04-21,de,Search Engine Results,1038
2015-04-21,es,Display Ads,664
2015-04-21,es,KAYAK Deals Email,6
2015-04-21,es,Search Engine Ads,2467
2015-04-21,es,Search Engine Results,2333
2015-04-21,fr,Display Ads,567
2015-04-21,fr,KAYAK Deals Email,20
2015-04-21,fr,Search Engine Ads,789
2015-04-21,fr,Search Engine Results,1158
2015-04-21,gb,Display Ads,442
2015-04-21,gb,KAYAK Deals Email,61
2015-04-21,gb,Search Engine Ads,83
2015-04-21,gb,Search Engine Results,718
2015-04-21,gb,Travel Search Site,140
2015-04-21,it,Display Ads,245
2015-04-21,it,Search Engine Ads,673
2015-04-21,it,Search Engine Results,614
2015-04-21,us,Display Ads,18767
2015-04-21,us,KAYAK Deals Email,2318
2015-04-21,us,Search Engine Ads,3671
2015-04-21,us,Search Engine Results,14480
2015-04-21,us,Travel Search Site,33
2015-04-22,de,Display Ads,1310
2015-04-22,de,KAYAK Deals Email,23
2015-04-22,de,Search Engine Ads,1512
2015-04-22,de,Search Engine Results,938
2015-04-22,es,Display Ads,492
2015-04-22,es,KAYAK Deals Email,17
2015-04-22,es,Search Engine Ads,2437
2015-04-22,es,Search Engine Results,1975
2015-04-22,fr,Display Ads,412
2015-04-22,fr,KAYAK Deals Email,27
2015-04-22,fr,Search Engine Ads,664
2015-04-22,fr,Search Engine Results,1206
2015-04-22,gb,Display Ads,474
2015-04-22,gb,KAYAK Deals Email,47
2015-04-22,gb,Search Engine Ads,69
2015-04-22,gb,Search Engine Results,570
2015-04-22,gb,Travel Search Site,222
2015-04-22,it,Display Ads,254
2015-04-22,it,KAYAK Deals Email,30
2015-04-22,it,Search Engine Ads,628
2015-04-22,it,Search Engine Results,593
2015-04-22,us,Display Ads,18400
2015-04-22,us,KAYAK Deals Email,1938
2015-04-22,us,Search Engine Ads,3984
2015-04-22,us,Search Engine Results,14714
2015-04-22,us,Travel Search Site,60
2015-04-23,de,Display Ads,1150
2015-04-23,de,KAYAK Deals Email,20
2015-04-23,de,Search Engine Ads,1316
2015-04-23,de,Search Engine Results,897
2015-04-23,es,Display Ads,490
2015-04-23,es,KAYAK Deals Email,10
2015-04-23,es,Search Engine Ads,2137
2015-04-23,es,Search Engine Results,1642
2015-04-23,fr,Display Ads,411
2015-04-23,fr,KAYAK Deals Email,6
2015-04-23,fr,Search Engine Ads,705
2015-04-23,fr,Search Engine Results,1004
2015-04-23,gb,Display Ads,342
2015-04-23,gb,KAYAK Deals Email,64
2015-04-23,gb,Search Engine Ads,57
2015-04-23,gb,Search Engine Results,576
2015-04-23,gb,Travel Search Site,132
2015-04-23,it,Display Ads,236
2015-04-23,it,KAYAK Deals Email,10
2015-04-23,it,Search Engine Ads,552
2015-04-23,it,Search Engine Results,579
2015-04-23,us,Display Ads,16494
2015-04-23,us,KAYAK Deals Email,1373
2015-04-23,us,Search Engine Ads,3611
2015-04-23,us,Search Engine Results,13530
2015-04-23,us,Travel Search Site,27
2015-04-24,de,Display Ads,1032
2015-04-24,de,KAYAK Deals Email,6
2015-04-24,de,Search Engine Ads,1073
2015-04-24,de,Search Engine Results,628
2015-04-24,de,Travel Search Site,5
2015-04-24,es,Display Ads,482
2015-04-24,es,KAYAK Deals Email,20
2015-04-24,es,Search Engine Ads,2040
2015-04-24,es,Search Engine Results,1394
2015-04-24,fr,Display Ads,322
2015-04-24,fr,KAYAK Deals Email,34
2015-04-24,fr,Search Engine Ads,731
2015-04-24,fr,Search Engine Results,939
2015-04-24,gb,Display Ads,301
2015-04-24,gb,KAYAK Deals Email,23
2015-04-24,gb,Search Engine Ads,57
2015-04-24,gb,Search Engine Results,440
2015-04-24,gb,Travel Search Site,82
2015-04-24,it,Display Ads,256
2015-04-24,it,KAYAK Deals Email,17
2015-04-24,it,Search Engine Ads,559
2015-04-24,it,Search Engine Results,424
2015-04-24,us,Display Ads,13996
2015-04-24,us,KAYAK Deals Email,1149
2015-04-24,us,Search Engine Ads,3220
2015-04-24,us,Search Engine Results,11968
2015-04-24,us,Travel Search Site,49
2015-04-25,de,Display Ads,971
2015-04-25,de,KAYAK Deals Email,17
2015-04-25,de,Search Engine Ads,1132
2015-04-25,de,Search Engine Results,700
2015-04-25,es,Display Ads,448
2015-04-25,es,Search Engine Ads,1660
2015-04-25,es,Search Engine Results,1266
2015-04-25,fr,Display Ads,340
2015-04-25,fr,KAYAK Deals Email,13
2015-04-25,fr,Search Engine Ads,710
2015-04-25,fr,Search Engine Results,946
2015-04-25,gb,Display Ads,290
2015-04-25,gb,KAYAK Deals Email,6
2015-04-25,gb,Search Engine Ads,49
2015-04-25,gb,Search Engine Results,485
2015-04-25,gb,Travel Search Site,140
2015-04-25,it,Display Ads,215
2015-04-25,it,Search Engine Ads,487
2015-04-25,it,Search Engine Results,441
2015-04-25,us,Display Ads,10638
2015-04-25,us,KAYAK Deals Email,737
2015-04-25,us,Search Engine Ads,2725
2015-04-25,us,Search Engine Results,9568
2015-04-25,us,Travel Search Site,44
2015-04-26,de,Display Ads,1398
2015-04-26,de,KAYAK Deals Email,27
2015-04-26,de,Search Engine Ads,1810
2015-04-26,de,Search Engine Results,1171
2015-04-26,es,Display Ads,853
2015-04-26,es,KAYAK Deals Email,3
2015-04-26,es,Search Engine Ads,3041
2015-04-26,es,Search Engine Results,2347
2015-04-26,fr,Display Ads,567
2015-04-26,fr,KAYAK Deals Email,20
2015-04-26,fr,Search Engine Ads,1147
2015-04-26,fr,Search Engine Results,1507
2015-04-26,gb,Display Ads,385
2015-04-26,gb,KAYAK Deals Email,30
2015-04-26,gb,Search Engine Ads,62
2015-04-26,gb,Search Engine Results,699
2015-04-26,gb,Travel Search Site,184
2015-04-26,it,Display Ads,257
2015-04-26,it,KAYAK Deals Email,23
2015-04-26,it,Search Engine Ads,719
2015-04-26,it,Search Engine Results,534
2015-04-26,us,Display Ads,12872
2015-04-26,us,KAYAK Deals Email,1088
2015-04-26,us,Search Engine Ads,2944
2015-04-26,us,Search Engine Results,11180
2015-04-26,us,Travel Search Site,57
2015-04-27,de,Display Ads,1399
2015-04-27,de,KAYAK Deals Email,47
2015-04-27,de,Search Engine Ads,1909
2015-04-27,de,Search Engine Results,1120
2015-04-27,es,Display Ads,871
2015-04-27,es,KAYAK Deals Email,54
2015-04-27,es,Search Engine Ads,3547
2015-04-27,es,Search Engine Results,2404
2015-04-27,fr,Display Ads,602
2015-04-27,fr,KAYAK Deals Email,13
2015-04-27,fr,Search Engine Ads,1163
2015-04-27,fr,Search Engine Results,1444
2015-04-27,gb,Display Ads,473
2015-04-27,gb,KAYAK Deals Email,61
2015-04-27,gb,Search Engine Ads,105
2015-04-27,gb,Search Engine Results,643
2015-04-27,gb,Travel Search Site,189
2015-04-27,it,Display Ads,307
2015-04-27,it,KAYAK Deals Email,10
2015-04-27,it,Search Engine Ads,878
2015-04-27,it,Search Engine Results,655
2015-04-27,us,Display Ads,16644
2015-04-27,us,KAYAK Deals Email,1458
2015-04-27,us,Search Engine Ads,3867
2015-04-27,us,Search Engine Results,13730
2015-04-27,us,Travel Search Site,55
2015-04-28,de,Display Ads,1380
2015-04-28,de,KAYAK Deals Email,125
2015-04-28,de,Search Engine Ads,1997
2015-04-28,de,Search Engine Results,1004
2015-04-28,es,Display Ads,695
2015-04-28,es,KAYAK Deals Email,10
2015-04-28,es,Search Engine Ads,3392
2015-04-28,es,Search Engine Results,2184
2015-04-28,fr,Display Ads,554
2015-04-28,fr,KAYAK Deals Email,3
2015-04-28,fr,Search Engine Ads,1104
2015-04-28,fr,Search Engine Results,1200
2015-04-28,gb,Display Ads,461
2015-04-28,gb,KAYAK Deals Email,71
2015-04-28,gb,Search Engine Ads,60
2015-04-28,gb,Search Engine Results,751
2015-04-28,gb,Travel Search Site,165
2015-04-28,it,Display Ads,288
2015-04-28,it,KAYAK Deals Email,17
2015-04-28,it,Search Engine Ads,885
2015-04-28,it,Search Engine Results,579
2015-04-28,us,Display Ads,17262
2015-04-28,us,KAYAK Deals Email,2631
2015-04-28,us,Search Engine Ads,3938
2015-04-28,us,Search Engine Results,13782
2015-04-28,us,Travel Search Site,49
2015-04-29,de,Display Ads,1375
2015-04-29,de,KAYAK Deals Email,47
2015-04-29,de,Search Engine Ads,1679
2015-04-29,de,Search Engine Results,1040
2015-04-29,es,Display Ads,689
2015-04-29,es,KAYAK Deals Email,13
2015-04-29,es,Search Engine Ads,3296
2015-04-29,es,Search Engine Results,1936
2015-04-29,fr,Display Ads,505
2015-04-29,fr,KAYAK Deals Email,3
2015-04-29,fr,Search Engine Ads,1051
2015-04-29,fr,Search Engine Results,1146
2015-04-29,gb,Display Ads,436
2015-04-29,gb,KAYAK Deals Email,40
2015-04-29,gb,Search Engine Ads,71
2015-04-29,gb,Search Engine Results,644
2015-04-29,gb,Travel Search Site,198
2015-04-29,it,Display Ads,284
2015-04-29,it,KAYAK Deals Email,3
2015-04-29,it,Search Engine Ads,750
2015-04-29,it,Search Engine Results,536
2015-04-29,us,Display Ads,17251
2015-04-29,us,KAYAK Deals Email,2747
2015-04-29,us,Search Engine Ads,3956
2015-04-29,us,Search Engine Results,13437
2015-04-29,us,Travel Search Site,46
2015-04-30,de,Display Ads,1216
2015-04-30,de,KAYAK Deals Email,68
2015-04-30,de,Search Engine Ads,1534
2015-04-30,de,Search Engine Results,775
2015-04-30,es,Display Ads,612
2015-04-30,es,KAYAK Deals Email,3
2015-04-30,es,Search Engine Ads,2977
2015-04-30,es,Search Engine Results,1691
2015-04-30,fr,Display Ads,436
2015-04-30,fr,KAYAK Deals Email,6
2015-04-30,fr,Search Engine Ads,922
2015-04-30,fr,Search Engine Results,1186
2015-04-30,gb,Display Ads,427
2015-04-30,gb,KAYAK Deals Email,23
2015-04-30,gb,Search Engine Ads,47
2015-04-30,gb,Search Engine Results,594
2015-04-30,gb,Travel Search Site,148
2015-04-30,it,Display Ads,233
2015-04-30,it,KAYAK Deals Email,6
2015-04-30,it,Search Engine Ads,672
2015-04-30,it,Search Engine Results,526
2015-04-30,us,Display Ads,16577
2015-04-30,us,KAYAK Deals Email,2050
2015-04-30,us,Search Engine Ads,3955
2015-04-30,us,Search Engine Results,13365
2015-04-30,us,Travel Search Site,79
2015-05-01,de,Display Ads,1519
2015-05-01,de,KAYAK Deals Email,20
2015-05-01,de,Search Engine Ads,1792
2015-05-01,de,Search Engine Results,1127
2015-05-01,es,Display Ads,572
2015-05-01,es,KAYAK Deals Email,10
2015-05-01,es,Search Engine Ads,2373
2015-05-01,es,Search Engine Results,1585
2015-05-01,fr,Display Ads,603
2015-05-01,fr,KAYAK Deals Email,51
2015-05-01,fr,Search Engine Ads,1467
2015-05-01,fr,Search Engine Results,1472
